hhid,choice,PPkStk,PBBStk,PFlStk,PHseStk,PGenStk,PImpStk,PSSTub,PPkTub,PFlTub,PHseTub
2139220,2,0.58,0.25,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2139220,9,0.58,0.63,0.99,0.35,0.33,0.72,0.5,1.07,1.19,0.59
2139220,1,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2139220,1,0.19,0.47,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2139220,9,0.19,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2139477,9,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2139477,1,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2139626,7,0.63,0.59,1.08,0.57,0.49,0.79,0.71,0.98,1.17,0.59
2139626,1,0.63,0.67,0.99,0.57,0.39,0.93,0.85,0.98,1.17,0.59
2139626,3,0.63,0.67,0.99,0.57,0.39,0.93,0.85,0.98,1.17,0.59
2139626,1,0.19,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.52
2139626,1,0.19,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2139626,1,0.29,0.67,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.33
2139626,5,0.63,0.67,0.99,0.57,0.36,1.03,0.85,1.09,1.19,0.37
2139626,5,0.62,0.57,1.09,0.57,0.33,0.78,0.85,1.09,1.19,0.59
2139626,2,0.62,0.5,1.09,0.57,0.33,1.02,0.85,1.09,1.19,0.59
2139626,5,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2139626,3,0.58,0.45,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2139626,2,0.58,0.5,0.99,0.29,0.33,0.69,0.63,1.07,1.19,0.56
2139626,4,0.58,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2139766,2,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2139766,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2139766,1,0.25,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2139766,4,0.5,0.5,0.99,0.19,0.34,0.72,0.85,1.08,1.19,0.74
2139766,2,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2139766,1,0.29,0.5,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2139766,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2139865,3,0.58,0.58,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2139865,3,0.58,0.25,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2139865,3,0.58,0.73,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2139865,3,0.58,0.55,0.99,0.37,0.34,0.72,0.65,1.07,1.19,0.59
2139865,3,0.58,0.58,0.99,0.33,0.34,0.72,0.65,1.07,1.19,0.59
2139865,3,0.58,0.25,0.99,0.29,0.34,0.72,0.5,1.07,1.19,0.59
2139865,3,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.1,1.19,0.56
2139865,3,0.29,0.45,0.99,0.29,0.33,0.69,0.56,1.09,1.19,0.56
2139865,3,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2139865,3,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.08,1.19,0.56
2139865,3,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2139865,3,0.58,0.58,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2139865,3,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2140046,4,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.5
2140046,4,0.63,0.59,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2140046,4,0.63,0.59,1.09,0.57,0.45,0.94,0.85,0.98,1.17,0.59
2140046,4,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.5
2140046,1,0.19,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.58
2140046,1,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2140046,1,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2140046,1,0.63,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2140046,1,0.29,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2140046,4,0.63,0.59,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.47
2140046,4,0.63,0.67,1,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2140046,4,0.62,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2140046,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2140046,1,0.29,0.28,0.95,0.58,0.36,0.63,0.79,1.09,1.19,0.59
2140046,4,0.62,0.61,1.09,0.57,0.34,1.07,0.85,1.09,1.19,0.59
2140046,4,0.62,0.61,0.99,0.29,0.37,0.75,0.85,1.09,1.19,0.59
2140046,4,0.62,0.61,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.59
2140046,4,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2140046,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2140046,4,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2140046,4,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2140046,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2140046,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2140046,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2140046,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2140046,4,0.5,0.58,0.99,0.19,0.34,0.72,0.85,1.07,1.19,0.59
2140046,4,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2140046,4,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2140046,3,0.58,0.45,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2140046,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2140046,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2140285,4,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2140285,4,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2140285,10,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2140285,4,0.63,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2140285,1,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2140285,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2140285,1,0.29,0.5,1.01,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2140285,5,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2140285,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2140285,4,0.58,0.45,1.02,0.25,0.34,0.92,0.85,1.07,1.19,0.59
2140285,2,0.58,0.25,0.99,0.29,0.33,0.78,0.85,1.07,1.19,0.58
2140285,1,0.29,0.5,0.99,0.3,0.33,0.72,0.85,1.07,1.19,0.59
2140285,4,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.08,1.19,0.56
2140442,3,0.63,0.67,0.99,0.57,0.49,0.78,0.66,1.16,1.17,0.5
2140442,3,0.67,1.01,0.99,0.39,0.55,0.78,0.88,1.08,1.17,0.5
2140442,9,0.67,0.67,1.08,0.57,0.49,0.83,0.75,0.98,1.17,0.5
2140442,9,0.67,0.67,1.08,0.57,0.49,0.83,0.85,0.98,1.17,0.5
2140442,3,0.67,0.67,1.08,0.57,0.49,0.83,0.71,0.98,1.17,0.5
2140442,3,0.67,0.67,1.08,0.57,0.49,0.83,0.85,0.98,1.17,0.47
2140442,3,0.63,0.6,0.99,0.57,0.39,0.79,0.85,0.98,1.17,0.5
2140442,3,0.63,0.67,1.09,0.57,0.39,0.93,0.7,0.98,1.17,0.59
2140442,9,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2140442,9,0.63,0.67,1.09,0.57,0.45,0.92,0.85,0.98,1.17,0.59
2140442,3,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2140442,9,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2140442,3,0.19,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2140442,9,0.5,0.59,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2140442,3,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.71
2140442,9,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2140483,1,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.18,1.19,0.59
2140483,1,0.25,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2140483,2,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2140483,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2140483,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2140483,2,0.58,0.25,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2140483,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2140483,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2140483,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2140533,1,0.58,0.25,0.99,0.45,0.25,0.72,0.85,1.07,1.19,0.59
2140533,1,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2140533,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2140988,8,0.63,0.67,0.99,0.57,0.39,0.93,0.85,0.98,1.19,0.5
2140988,4,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2140988,1,0.19,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2140988,5,0.62,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2140988,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2140988,4,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.58
2140988,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2140988,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2140988,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2141044,1,0.19,0.67,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.33
2141044,1,0.58,0.58,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2141051,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2141051,2,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2141051,4,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2141051,7,0.58,0.58,0.99,0.29,0.33,0.69,0.5,1.12,1.19,0.56
2141051,1,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2141101,2,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2141101,1,0.19,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2141101,1,0.39,0.5,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2141317,1,0.5,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2141317,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2141317,1,0.29,0.5,0.99,0.57,0.35,0.69,0.79,1.09,1.19,0.67
2141317,2,0.62,0.5,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.59
2141317,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2141317,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2141457,6,0.63,0.59,0.99,0.57,0.49,0.79,0.85,0.98,1.17,0.59
2141457,7,0.63,0.59,1.08,0.57,0.33,0.75,0.85,0.98,1.17,0.59
2141457,1,0.19,0.59,1.08,0.57,0.42,1.03,0.85,1.09,1.19,0.6
2141457,7,0.63,0.59,1.02,0.57,0.36,0.93,0.85,1.09,1.23,0.65
2141457,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2141457,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2141457,3,0.58,0.65,0.99,0.25,0.34,0.72,0.85,1.07,1.19,0.59
2141457,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2141457,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
2141457,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2141523,4,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.58
2141523,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2141523,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2141523,1,0.58,0.58,0.99,0.25,0.25,0.72,0.85,1.07,1.19,0.59
2141523,5,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2141523,4,0.58,0.58,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2141523,1,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2141572,1,0.63,0.59,1.08,0.57,0.49,0.79,0.85,0.98,1.17,0.59
2141572,1,0.63,0.67,1.09,0.57,0.39,0.93,0.85,0.98,1.17,0.59
2141572,1,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2141572,1,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2141572,5,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2141572,1,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2141572,1,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2141572,1,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2141572,1,0.63,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2141572,1,0.29,0.67,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.33
2141572,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2141572,1,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2141572,1,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2141572,1,0.29,0.57,1.09,0.57,0.33,0.78,0.85,1.09,1.19,0.59
2141572,1,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.59
2141572,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2141572,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2141572,1,0.5,0.61,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2141572,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2141572,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2141572,1,0.58,0.58,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2141572,1,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2141572,1,0.58,0.63,0.99,0.35,0.33,0.72,0.85,1.07,1.19,0.59
2141572,1,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.1,1.19,0.56
2141572,1,0.39,0.55,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2141572,1,0.58,0.5,0.99,0.29,0.45,0.69,0.79,1.07,1.19,0.56
2141713,7,0.62,0.61,0.99,0.49,0.33,0.75,0.5,1.09,1.19,0.59
2141713,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2141713,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2141713,7,0.5,0.58,0.99,0.19,0.34,0.72,0.85,1.07,1.19,0.59
2141713,7,0.58,0.58,0.99,0.29,0.33,0.69,0.5,1.08,1.19,0.56
2141721,9,0.63,0.67,0.99,0.57,0.39,0.93,0.85,0.98,1.17,0.59
2141721,6,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2141721,9,0.29,0.67,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.33
2141721,9,0.62,0.61,0.99,0.57,0.36,0.75,0.65,1.09,1.19,0.59
2141721,2,0.61,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2141721,2,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2141721,2,0.58,0.25,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2141721,9,0.58,0.58,0.99,0.29,0.33,0.72,0.65,1.07,1.19,0.59
2141960,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.18,1.19,0.59
2141960,5,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2141960,1,0.25,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2141960,1,0.25,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2141960,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2141960,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2141986,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2141986,1,0.62,0.5,0.99,0.57,0.33,0.75,0.85,1.09,1.19,0.59
2141986,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2141986,2,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2142158,9,0.5,0.6,0.99,0.45,0.33,0.75,0.85,1.07,1.19,0.59
2142158,9,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2142158,9,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2142158,9,0.29,0.45,0.99,0.29,0.33,0.69,0.56,1.09,1.19,0.56
2142158,8,0.58,0.58,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2142364,2,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2142364,1,0.5,0.5,0.99,0.45,0.33,0.78,0.91,1.07,1.19,0.78
2142364,2,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2142364,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2142430,1,0.19,0.67,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.33
2142430,2,0.61,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2142430,7,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2142430,2,0.58,0.25,0.99,0.29,0.33,0.7,0.89,1.07,1.2,0.62
2142489,1,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2142497,1,0.63,0.67,1.08,0.57,0.49,0.77,0.73,0.98,1.17,0.59
2142497,1,0.5,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2142497,1,0.29,0.5,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
2142661,4,0.63,0.59,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2142661,4,0.66,0.59,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2142661,1,0.29,0.59,1.08,0.57,0.34,0.93,0.85,1.09,1.19,0.33
2142661,4,0.5,0.58,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2142661,4,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2142661,4,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2142661,4,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2142661,4,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2142661,4,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2142661,4,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2142992,7,0.67,0.67,1.08,0.57,0.49,0.83,0.71,0.98,1.17,0.5
2142992,7,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2142992,7,0.29,0.5,0.99,0.29,0.33,0.69,0.56,1.09,1.19,0.56
2143099,2,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2143099,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2143099,1,0.29,0.5,0.99,0.57,0.35,0.69,0.79,1.09,1.19,0.67
2143099,6,0.29,0.5,0.99,0.57,0.35,0.69,0.79,1.09,1.19,0.67
2143099,2,0.62,0.5,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2143099,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2143099,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2143099,2,0.58,0.25,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2143099,1,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2143099,3,0.58,0.58,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2143099,1,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.1,1.19,0.56
2143099,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2143180,5,0.66,0.59,1.11,0.57,0.33,0.96,0.85,1.09,1.19,0.59
2143180,1,0.19,0.59,1.08,0.57,0.42,1.03,0.85,1.09,1.19,0.6
2143180,4,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2143180,2,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2143180,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2143180,2,0.39,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2143198,2,0.62,0.29,1.09,0.57,0.36,1.23,0.85,1.24,1.34,0.71
2143198,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2143198,7,0.62,0.61,0.99,0.49,0.33,0.75,0.5,1.09,1.19,0.59
2143198,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2143198,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2143198,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2143198,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2143198,2,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2143214,1,0.19,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2143214,5,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.51
2143214,5,0.63,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2143214,2,0.62,0.5,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.59
2143214,1,0.62,0.5,0.99,0.57,0.33,0.75,0.85,1.09,1.19,0.59
2143214,1,0.62,0.5,0.99,0.57,0.33,0.75,0.85,1.09,1.19,0.59
2143214,5,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2143214,5,0.62,0.61,0.99,0.45,0.33,0.75,0.65,1.09,1.19,0.59
2143214,5,0.5,0.58,0.99,0.32,0.33,0.72,0.85,1.07,1.19,0.59
2143214,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2143305,3,0.5,0.58,0.99,0.19,0.33,0.69,0.64,1.07,1.19,0.59
2143305,3,0.29,0.5,0.99,0.3,0.33,0.72,0.65,1.07,1.19,0.59
2143305,3,0.29,0.5,0.99,0.29,0.33,0.69,0.56,1.09,1.19,0.56
2143446,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2143446,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2143446,1,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2143446,4,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2143446,4,0.58,0.58,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
2143446,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2143446,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2143446,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2143446,1,0.19,0.46,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2143446,1,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2143503,1,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2143503,1,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2143503,1,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2143503,1,0.19,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2143503,1,0.5,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2143503,1,0.5,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2143503,1,0.5,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2143503,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2143503,2,0.62,0.29,1.09,0.57,0.36,0.94,0.85,1.09,1.19,0.59
2143503,2,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2143503,1,0.29,0.53,0.99,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2143503,2,0.62,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2143503,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2143503,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2143503,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.18,1.19,0.59
2143503,1,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2143503,1,0.5,0.39,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2143503,2,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2143503,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2143503,1,0.58,0.25,0.99,0.29,0.33,0.7,0.85,1.07,1.19,0.57
